Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,MSRP,Avg. MPG
Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,38095,22.5
Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,35595,25.0
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,45190,22.5
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,32260,25.0
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,37755,22.5
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,41055,22.5
Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,36090,25.0
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,42690,25.0
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,38555,25.0
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,35255,25.0
Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,38590,22.5
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,34760,22.5
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,41135,22.5
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,45270,22.5
Chrysler,300,2017,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,38670,22.5
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,38635,24.5
Chrysler,300,2017,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,36170,24.5
Chrysler,300,2017,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,38175,22.5
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,32340,24.5
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,42770,24.5
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,34840,22.5
Chrysler,300,2017,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,35675,24.5
Chrysler,300M,2002,premium unleaded (required),250.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,32065,20.0
Chrysler,300M,2002,premium unleaded (required),250.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28540,20.0
Chrysler,300M,2003,premium unleaded (required),255.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,32315,20.5
Chrysler,300M,2003,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28885,20.5
Chrysler,300M,2004,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,29185,20.5
Chrysler,300M,2004,premium unleaded (required),255.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,32615,20.5
Nissan,300ZX,1994,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,2847,19.0
Nissan,300ZX,1994,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,2488,19.0
Nissan,300ZX,1994,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr Hatchback,2683,19.0
Nissan,300ZX,1994,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,2553,19.0
Nissan,300ZX,1995,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,3049,19.0
Nissan,300ZX,1995,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,2774,19.5
Nissan,300ZX,1995,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,2702,19.5
Nissan,300ZX,1995,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,3101,19.5
Nissan,300ZX,1996,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,3510,19.0
Nissan,300ZX,1996,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,3107,19.5
Nissan,300ZX,1996,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,3624,19.5
Nissan,300ZX,1996,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,3185,19.5
Mazda,323,1992,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000,29.0
Mazda,323,1992,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000,29.0
Mazda,323,1993,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000,29.0
Mazda,323,1993,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000,28.0
Mazda,323,1994,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000,29.0
Mercedes-Benz,350-Class,1990,diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2144,21.0
Mercedes-Benz,350-Class,1990,diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2098,21.0
Mercedes-Benz,350-Class,1991,diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2178,21.0
Mercedes-Benz,350-Class,1991,diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2311,21.0
Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,36550,20.0
Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,41250,20.0
Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,30600,20.5
Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,37100,20.5
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,27900,21.5
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,32700,21.5
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,40250,20.5
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,35550,20.5
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,36100,21.5
Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,33200,20.5
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,37900,20.5
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29600,21.5
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,38070,21.5
Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,38900,20.0
Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,33840,20.5
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,38630,20.5
Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,39630,20.0
Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,37740,20.5
Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,41980,20.0
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,36280,20.5
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,36740,21.5
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,40980,20.5
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,38680,21.5
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,28510,21.5
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30210,21.5
Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,31210,20.5
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,33340,21.5
Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,37280,20.0
Nissan,350Z,2009,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,41570,20.5
Nissan,350Z,2009,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,36870,20.5
Nissan,350Z,2009,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,42570,20.0
Nissan,350Z,2009,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,37870,20.0
Nissan,350Z,2009,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,39220,20.5
Nissan,350Z,2009,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,40220,20.0
Nissan,370Z,2015,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,46790,22.5
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,48100,20.5
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29990,22.0
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,41820,21.5
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,31290,22.5
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,34870,22.5
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,33570,22.0
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,46570,21.5
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,37970,22.0
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,37070,22.0
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,49400,21.5
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,45270,20.5
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,39270,22.5
Nissan,370Z,2015,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,45490,22.0
Nissan,370Z,2015,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,41990,22.0
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,38370,22.5
Nissan,370Z,2015,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,43290,22.5
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,41820,21.5
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,48100,20.5
Nissan,370Z,2016,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,43290,22.5
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,39270,22.5
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,34870,22.5
Nissan,370Z,2016,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,41990,22.0
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,38370,22.5
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,45270,20.5
Nissan,370Z,2016,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,45490,22.0
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29990,22.0
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,46570,21.5
Nissan,370Z,2016,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,46790,22.5
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,49400,21.5
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,37070,22.0
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,31290,22.5
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,37970,22.0
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,33570,22.0
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,37970,22.0
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,38370,22.5
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,34870,22.5
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29990,22.0
Nissan,370Z,2017,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,45490,22.0
Nissan,370Z,2017,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,41990,22.0
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,45270,20.5
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,33570,22.0
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,48100,20.5
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,39270,22.5
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,46570,21.5
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,49400,21.5
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,37070,22.0
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,41820,21.5
Nissan,370Z,2017,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,46790,22.5
Nissan,370Z,2017,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,43290,22.5
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,31290,22.5
Mazda,3,2015,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,25045,31.0
Mazda,3,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,26095,33.5
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,23795,35.5
Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,19595,35.0
Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,18445,35.0
Mazda,3,2015,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,23845,31.0
Mazda,3,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,25395,32.0
Mazda,3,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,24895,33.5
Mazda,3,2015,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,25545,30.5
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,24295,35.0
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,19495,35.5
Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,20095,34.5
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,19995,35.0
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,21145,35.0
Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,23245,34.5
Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,16945,35.0
Mazda,3,2015,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,24345,30.5
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,20645,35.5
Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,18945,34.5
Mazda,3,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,26595,32.0
Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,22745,35.0
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,17995,35.5
Mazda,3,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,22545,35.0
Mazda,3,2016,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,21095,35.5
Mazda,3,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,25495,32.0
Mazda,3,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,20745,34.5
Mazda,3,2016,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,24295,35.0
Mazda,3,2016,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,23595,35.5
Mazda,3,2016,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,21795,35.0
Mazda,3,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,17845,35.0
Mazda,3,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,26495,32.0
Mazda,3,2016,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,24745,31.0
Mazda,3,2016,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,18895,35.5
Mazda,3,2016,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,19595,35.0
Mazda,3,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,23245,34.5
Mazda,3,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,18545,34.5
Mazda,3,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,25795,33.5
Mazda,3,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,20045,35.0
Mazda,3,2016,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,25445,30.5
Mazda,3,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,24795,33.5
Mazda,3,2017,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,21495,32.5
Mazda,3,2017,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,17845,32.0
Mazda,3,2017,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,23145,29.5
Mazda,3,2017,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24195,31.5
Mazda,3,2017,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,20145,32.5
Mazda,3,2017,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,24945,30.5
Mazda,3,2017,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,23895,29.0
Mazda,3,2017,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,19095,32.0
Mazda,3,2017,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,23445,30.5
Mazda,3,2017,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,18895,32.5
Mazda,3,2017,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,22245,32.5
Mazda,3,2017,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,22395,29.0
Mazda,3,2017,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,20445,32.0
BMW,4 Series Gran Coupe,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,42300,27.5
BMW,4 Series Gran Coupe,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,40300,28.5
BMW,4 Series Gran Coupe,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,40300,28.5
BMW,4 Series Gran Coupe,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,42300,27.5
BMW,4 Series Gran Coupe,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,45800,26.5
BMW,4 Series Gran Coupe,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,47800,25.5
BMW,4 Series Gran Coupe,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,43650,28.0
BMW,4 Series Gran Coupe,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,49950,25.0
BMW,4 Series Gran Coupe,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,47950,25.5
BMW,4 Series Gran Coupe,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,41650,28.5
BMW,4 Series Gran Coupe,2017,premium unleaded (recommended),320.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,48300,26.5
BMW,4 Series Gran Coupe,2017,premium unleaded (recommended),320.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,50300,26.0
BMW,4 Series Gran Coupe,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,43950,28.0
BMW,4 Series Gran Coupe,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,41950,28.5
BMW,4 Series,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,56900,24.5
BMW,4 Series,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,46250,26.5
BMW,4 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,50750,27.0
BMW,4 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,42750,27.5
BMW,4 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,48750,28.5
BMW,4 Series,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,48250,25.0
BMW,4 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,42750,27.5
BMW,4 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,50750,27.0
BMW,4 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,40750,29.0
